Cup of China,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
12 Yueren WANG CHN,,,64.23  34.27,,32.96,3.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lo<  1.50 -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3 -3 - -,0.50
2 3F  5.50  0.00 0 0 0,0,,0 0 0 0,,0 0 - -,5.50
3 FCSp3  2.30  0.00 0 0 0,1,,0 0 0 0,,0 1 - -,2.30
4 3T  4.00 -3.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3 -3 - -,1.00
5 3S<  1.30 -0.60 -2 -2 -3,-2,,-2 -3 -2 -3,,-2 -2 - -,0.70
6 LSp2  1.80  0.00 -1 0 0,0,,0 0 0 0,,0 0 - -,1.80
7 SpSq4  3.40  0.00 0 0 0,0,,-1 0 0 0,,0 1 - -,3.40
8 2A  3.85 x -2.32 -3 -3 -2,-3,,-3 -3 -2 -3,,-3 -3 - -,1.53
9 3T+2T+2Lo<  6.38 x -0.80 -1 -1 0,-1,,-1 -1 -1 -1,,-1 0 - -,5.58
10 CoSp2  2.10  0.00 0 0 0,0,,0 0 0 0,,0 0 - -,2.10
11 SlSt1  1.80 -0.06 0 0 -1,0,,0 -1 0 0,,0 -1 - -,1.74
12 2A+2T  5.28 x -0.16 0 0 0,0,,0 0 -1 0,,-1 0 - -,5.12
13 CCoSp3  3.00  0.00 0 0 0,0,,0 0 0 -1,,0 0 - -,3.00
42.21,,,,,,34.27
Program Components Factor,,,,,,
Skating Skills  1.60 4.25 4.50 4.25,4.75,,4.25 4.75 4.50 4.50,,5.00 4.00 - -,4.35
Transition / Linking Footwork  1.60 3.75 3.75 4.25,4.25,,3.75 4.00 4.00 4.00,,4.00 3.75 - -,3.85
Performance / Execution  1.60 3.75 4.25 4.50,4.50,,3.75 4.50 4.00 4.25,,4.50 4.00 - -,4.10
Choreography / Composition  1.60 3.50 4.00 4.50,4.50,,4.00 4.75 4.25 4.50,,5.00 3.75 - -,4.10
Interpretation  1.60 4.00 4.50 4.50,4.25,,4.00 4.50 4.50 4.50,,4.00 4.00 - -,4.20
Judges Total Program Component Score (factored),,,,,,32.96
Deductions: Falls: -3.00,,,,,,-3.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Printed: 10.11.2007 17:57:57,,,,,,
